bikeid,trips,distance,stations,duration,avg_trip_distance,avg_trip_duration,avg_age,age_range,revenue
2087,204,492350,125,204422,2413.5,1002.1,37.4,54.0,111.5
2088,159,391280,114,132995,2460.9,836.4,36.4,49.0,44.0
2089,183,476106,133,195542,2601.7,1068.5,35.3,38.0,182.0
209,371,1050421,155,565228,2831.3,1523.5,37.9,85.0,623.0
2090,163,418248,119,152837,2565.9,937.7,37.1,48.0,44.0
2091,164,416332,119,133901,2538.6,816.5,38.1,55.0,22.0
2092,79,182866,67,90107,2314.8,1140.6,37.3,46.0,94.5
2093,209,544387,136,183841,2604.7,879.6,37.8,52.0,40.0
2094,184,503805,113,190942,2738.1,1037.7,35.7,41.0,82.0
2095,198,534071,124,278422,2697.3,1406.2,38.3,46.0,439.0
2096,187,481198,120,272854,2573.3,1459.1,36.6,55.0,501.0
2097,212,511607,134,223893,2413.2,1056.1,36.4,50.0,154.5
2098,159,441982,105,142060,2779.8,893.5,36.6,47.0,25.5
2099,179,475054,114,190192,2653.9,1062.5,36.9,52.0,102.5
21,355,1088047,159,443408,3064.9,1249.0,37.6,51.0,297.0
210,395,1041335,153,558398,2636.3,1413.7,38.4,52.0,592.5
2100,86,258250,68,101137,3002.9,1176.0,38.2,43.0,47.0
2101,224,598396,125,223392,2671.4,997.3,36.9,42.0,127.5
2103,168,476542,112,140125,2836.6,834.1,36.5,45.0,39.5
2104,187,465385,123,171604,2488.7,917.7,37.9,47.0,55.5
2105,167,434537,127,212512,2602.0,1272.5,36.4,47.0,255.0
2106,210,544765,118,281834,2594.1,1342.1,38.7,45.0,381.5
2107,194,496620,130,221516,2559.9,1141.8,39.4,47.0,257.0
2108,188,460407,129,203698,2449.0,1083.5,37.6,38.0,192.0
2109,192,468928,116,156905,2442.3,817.2,37.7,56.0,34.5
211,285,752803,138,432900,2641.4,1518.9,37.4,40.0,464.0
2110,206,526603,119,223498,2556.3,1084.9,35.9,52.0,153.0
2111,204,524267,131,208129,2569.9,1020.2,36.3,40.0,122.5
2112,159,410843,93,182487,2583.9,1147.7,36.6,41.0,74.5
2113,152,365210,103,233616,2402.7,1536.9,38.4,52.0,433.5
2114,216,522992,134,173252,2421.3,802.1,37.7,44.0,48.0
2115,150,322419,107,177672,2149.5,1184.5,36.7,43.0,244.5
2116,194,430891,115,195698,2221.1,1008.8,40.2,52.0,138.5
2117,194,557270,132,207092,2872.5,1067.5,35.7,43.0,141.5
2118,185,462577,124,178379,2500.4,964.2,35.3,42.0,68.5
2119,89,221686,81,128754,2490.9,1446.7,35.3,44.0,254.0
212,442,1230443,170,523308,2783.8,1184.0,36.9,44.0,290.5
2120,187,473839,124,179147,2533.9,958.0,36.7,44.0,122.0
2121,218,582631,119,288753,2672.6,1324.6,39.3,53.0,315.5
2122,162,420956,117,209997,2598.5,1296.3,36.9,43.0,290.0
2123,189,479911,124,191913,2539.2,1015.4,36.9,56.0,114.0
2124,138,335945,97,157365,2434.4,1140.3,34.9,47.0,158.5
2125,64,138373,57,69720,2162.1,1089.4,33.8,33.0,51.0
2126,210,513738,127,204451,2446.4,973.6,36.7,84.0,97.0
2127,145,355681,102,141150,2453.0,973.4,36.1,39.0,75.0
2128,110,268006,77,89701,2436.4,815.5,38.8,45.0,26.0
2129,177,462327,124,186411,2612.0,1053.2,37.7,49.0,89.0
213,485,1348595,177,604933,2780.6,1247.3,37.9,52.0,571.5
2130,231,664523,126,294136,2876.7,1273.3,36.1,77.0,417.5
2131,169,395881,107,190185,2342.5,1125.4,37.6,43.0,158.0
2132,74,160253,63,78471,2165.6,1060.4,36.6,31.0,71.5
2133,162,441970,109,229161,2728.2,1414.6,38.1,43.0,366.0
2134,184,438485,118,163209,2383.1,887.0,35.6,53.0,108.0
2135,227,570266,132,232621,2512.2,1024.8,37.4,56.0,118.5
2136,96,262591,71,94990,2735.3,989.5,38.6,47.0,61.5
2137,238,633478,124,280610,2661.7,1179.0,34.9,42.0,303.5
2138,183,489317,122,155968,2673.9,852.3,37.0,46.0,35.5
2139,143,390773,99,149825,2732.7,1047.7,36.4,45.0,119.5
214,318,937094,153,462216,2946.8,1453.5,37.3,54.0,539.0
2140,164,385871,104,239157,2352.9,1458.3,39.7,45.0,383.5
2141,112,311558,91,105046,2781.8,937.9,35.3,38.0,15.0
2142,204,500918,115,197220,2455.5,966.8,38.7,42.0,82.0
2143,220,533368,125,192273,2424.4,874.0,36.6,46.0,84.5
2144,212,548741,129,170966,2588.4,806.4,36.7,56.0,29.5
2145,131,296636,95,112224,2264.4,856.7,36.7,40.0,35.0
2146,183,446013,120,130569,2437.2,713.5,37.4,46.0,8.0
2147,188,523163,127,199129,2782.8,1059.2,36.5,51.0,139.5
2148,188,535096,130,182484,2846.3,970.7,33.8,43.0,64.0
2149,194,475758,118,236765,2452.4,1220.4,35.1,45.0,244.0
215,393,1071847,160,554024,2727.3,1409.7,37.8,51.0,631.0
2150,83,222288,71,89755,2678.2,1081.4,35.8,42.0,54.0
2151,223,538027,135,202244,2412.7,906.9,37.2,56.0,80.0
2152,191,460020,119,323524,2408.5,1693.8,37.3,48.0,539.5
2153,172,441726,97,185400,2568.2,1077.9,39.0,45.0,129.5
2154,157,402397,104,145655,2563.0,927.7,36.4,40.0,36.5
2155,193,513606,128,160177,2661.2,829.9,36.6,53.0,26.5
2156,192,464880,125,201715,2421.3,1050.6,36.9,51.0,148.0
2157,162,463713,120,153227,2862.4,945.8,35.1,51.0,75.5
2158,163,413501,112,190234,2536.8,1167.1,35.3,51.0,172.0
2159,93,245737,82,89946,2642.3,967.2,36.1,40.0,50.5
216,20,45131,22,19285,2256.6,964.3,36.7,35.0,6.0
2160,200,542806,138,203991,2714.0,1020.0,37.1,45.0,65.0
2161,198,451172,120,202102,2278.6,1020.7,37.5,61.0,87.0
2162,199,475741,127,185451,2390.7,931.9,37.6,52.0,109.5
2163,174,466979,119,253671,2683.8,1457.9,39.3,45.0,310.5
2164,237,627859,138,289917,2649.2,1223.3,36.8,49.0,315.0
2165,192,492262,126,184307,2563.9,959.9,36.8,40.0,130.5
2166,215,536776,132,202845,2496.6,943.5,35.8,46.0,60.0
2167,195,581484,120,199042,2982.0,1020.7,37.5,43.0,74.0
2168,187,479690,118,224260,2565.2,1199.3,38.4,63.0,203.5
2169,188,459511,113,212339,2444.2,1129.5,37.9,73.0,289.5
217,398,1116906,158,480674,2806.3,1207.7,36.4,46.0,435.5
2170,219,597885,134,205306,2730.1,937.5,37.2,44.0,69.5
2171,131,288044,89,111853,2198.8,853.8,37.0,38.0,43.0
2172,205,529801,127,203657,2584.4,993.4,35.4,48.0,88.0
2173,173,478481,108,183489,2765.8,1060.6,37.3,39.0,99.0
2174,211,537385,128,148720,2546.8,704.8,37.2,42.0,12.5
2175,72,199271,67,77187,2767.7,1072.0,32.1,31.0,28.5
2176,151,409993,109,171790,2715.2,1137.7,38.4,43.0,181.5
2177,214,547012,128,200953,2556.1,939.0,36.2,47.0,59.0
2178,145,389915,111,126117,2689.1,869.8,36.2,43.0,22.0
2179,193,479065,115,182327,2482.2,944.7,36.0,46.0,60.0
218,310,873373,138,349918,2817.3,1128.8,38.8,49.0,189.5
2180,207,504050,122,173029,2435.0,835.9,36.2,53.0,35.5
2181,167,402546,119,144618,2410.5,866.0,35.9,46.0,28.0
2182,100,259399,68,213205,2594.0,2132.1,39.5,55.0,450.0
2183,176,420463,107,179744,2389.0,1021.3,37.2,42.0,85.0
2184,201,592287,124,175956,2946.7,875.4,37.5,50.0,47.5
2185,166,452887,113,219184,2728.2,1320.4,35.8,50.0,290.5
2186,207,542994,124,212905,2623.2,1028.5,37.7,48.0,88.0
2188,150,448771,114,176106,2991.8,1174.0,36.3,46.0,144.0
2189,227,565787,129,206655,2492.5,910.4,35.9,37.0,126.5
219,386,1123498,171,505782,2910.6,1310.3,36.0,67.0,426.5
2190,107,285295,86,96755,2666.3,904.3,35.9,36.0,13.5
2191,220,501484,126,195892,2279.5,890.4,39.7,46.0,71.5
2192,166,444783,108,225882,2679.4,1360.7,36.3,38.0,334.0
2193,144,391604,103,256256,2719.5,1779.6,36.2,50.0,495.0
2194,95,246663,77,110041,2596.5,1158.3,35.1,54.0,55.5
2195,256,695890,130,243185,2718.3,949.9,36.5,47.0,75.5
2196,202,486979,129,203165,2410.8,1005.8,38.7,48.0,131.5
2197,164,400840,109,164215,2444.1,1001.3,36.7,43.0,97.0
2198,170,429871,113,173068,2528.7,1018.0,38.1,57.0,107.0
2199,79,219045,59,84545,2772.7,1070.2,34.8,38.0,32.0
22,365,968936,153,524271,2654.6,1436.4,37.2,53.0,606.5
220,412,1189458,153,685018,2887.0,1662.7,36.7,52.0,911.5
2200,152,411665,104,182453,2708.3,1200.3,37.0,42.0,127.5
2201,178,507248,122,190015,2849.7,1067.5,35.5,41.0,80.0
2202,227,520863,131,218928,2294.6,964.4,37.1,50.0,59.5
2203,141,395586,103,123054,2805.6,872.7,37.7,47.0,30.0
2204,226,654543,116,259649,2896.2,1148.9,36.5,47.0,257.5
2205,223,542295,124,215906,2431.8,968.2,36.9,49.0,139.5
2206,108,255278,86,114617,2363.7,1061.3,39.4,46.0,49.0
2207,154,393276,101,153408,2553.7,996.2,35.2,45.0,45.5
2208,193,553108,115,202024,2865.8,1046.8,36.2,41.0,76.5
2209,97,226813,74,105315,2338.3,1085.7,36.5,47.0,77.0
221,493,1451339,182,678670,2943.9,1376.6,36.5,40.0,752.0
2210,134,353430,98,133364,2637.5,995.3,38.1,45.0,91.5
2211,136,409840,99,127134,3013.5,934.8,36.3,40.0,80.0
2212,111,249480,80,126796,2247.6,1142.3,39.6,49.0,81.5
2213,170,444649,105,222159,2615.6,1306.8,35.1,37.0,208.0
2214,210,510869,119,188241,2432.7,896.4,39.3,53.0,64.5
2215,101,274423,80,138391,2717.1,1370.2,37.0,55.0,227.5
2216,157,374877,120,135601,2387.8,863.7,38.1,52.0,53.0
2217,198,540650,123,227843,2730.6,1150.7,36.2,47.0,174.5
2218,202,484234,125,183675,2397.2,909.3,36.9,43.0,67.5
2219,213,517048,133,193603,2427.5,908.9,37.6,46.0,94.0
222,358,978037,156,512256,2731.9,1430.9,37.4,59.0,585.5
2220,126,348989,89,152533,2769.8,1210.6,33.6,34.0,109.5
2221,139,337455,97,136033,2427.7,978.7,38.3,43.0,78.0
2222,194,468082,109,188909,2412.8,973.8,38.1,83.0,109.5
2223,202,500302,121,158718,2476.7,785.7,37.4,39.0,22.0
2224,97,233417,67,105311,2406.4,1085.7,38.9,39.0,69.5
2225,215,545350,135,175750,2536.5,817.4,36.4,48.0,39.5
2226,191,509288,126,185120,2666.4,969.2,37.5,44.0,121.0
2227,214,592798,122,210245,2770.1,982.5,36.4,42.0,75.5
2228,228,506389,133,179927,2221.0,789.2,37.7,51.0,63.5
2229,90,159352,77,69305,1770.6,770.1,36.6,42.0,26.0
223,408,1264530,160,577919,3099.3,1416.5,37.2,44.0,514.5
2230,220,538902,132,191530,2449.6,870.6,40.1,46.0,87.5
2231,199,459070,114,167505,2306.9,841.7,36.8,47.0,32.0
2232,187,527542,120,178593,2821.1,955.0,38.2,45.0,51.5
2233,162,420661,109,152462,2596.7,941.1,38.8,45.0,57.0
2234,185,484459,127,176499,2618.7,954.0,37.1,49.0,122.0
2235,220,525754,132,173205,2389.8,787.3,38.0,41.0,53.0
2236,151,396776,107,125973,2627.7,834.3,35.6,37.0,19.0
2237,135,356642,103,201355,2641.8,1491.5,36.1,39.0,265.5
2238,159,433605,107,224722,2727.1,1413.3,38.0,51.0,264.0
2239,216,549293,133,190544,2543.0,882.1,37.2,49.0,46.0
224,427,1189931,158,476573,2786.7,1116.1,36.8,57.0,247.5
2240,167,454340,117,155532,2720.6,931.3,37.1,42.0,39.5
2241,169,441859,113,163363,2614.6,966.6,35.4,48.0,63.0
2242,267,656242,137,249638,2457.8,935.0,38.7,75.0,100.0
2243,222,559830,134,204722,2521.8,922.2,38.5,53.0,88.5
2244,214,500798,123,208978,2340.2,976.5,37.3,52.0,144.0
2245,208,522219,121,243017,2510.7,1168.4,37.1,43.0,295.5
2246,50,126184,43,59188,2523.7,1183.8,33.1,37.0,24.0
2247,229,566376,140,282735,2473.3,1234.7,36.7,48.0,408.0
2248,197,473219,114,184111,2402.1,934.6,39.5,46.0,63.5
2249,172,408992,117,280210,2377.9,1629.1,36.1,43.0,503.5
225,518,1475365,179,677738,2848.2,1308.4,38.0,57.0,710.5
2250,218,538650,121,238513,2470.9,1094.1,37.2,45.0,176.5
2251,248,625961,145,239465,2524.0,965.6,38.5,48.0,123.5
2252,157,461121,123,139570,2937.1,889.0,35.2,43.0,46.5
2253,137,350538,99,133453,2558.7,974.1,36.7,36.0,54.0
2254,236,578503,139,209795,2451.3,889.0,38.1,44.0,95.5
2255,203,601254,115,226748,2961.8,1117.0,37.0,46.0,126.0
2256,59,170523,48,60232,2890.2,1020.9,37.5,36.0,8.0
2257,138,345814,107,148092,2505.9,1073.1,36.2,47.0,85.0
2258,212,534182,122,181054,2519.7,854.0,36.4,40.0,81.5
2259,105,252885,88,88048,2408.4,838.6,37.5,43.0,16.0
226,348,908365,156,527434,2610.2,1515.6,36.3,46.0,739.0
2260,162,409926,113,170859,2530.4,1054.7,35.0,43.0,100.0
2261,68,183733,58,55969,2702.0,823.1,36.6,42.0,8.0
2262,177,402887,115,130485,2276.2,737.2,37.4,44.0,14.5
2263,153,400193,102,180293,2615.6,1178.4,36.2,50.0,117.5
2264,184,475484,121,180660,2584.2,981.8,35.3,49.0,73.0
2265,133,361490,94,142145,2718.0,1068.8,37.2,38.0,67.5
2266,86,227954,74,77833,2650.6,905.0,37.6,42.0,20.0
2267,177,465849,120,172223,2631.9,973.0,36.0,42.0,47.5
2268,217,573116,143,286613,2641.1,1320.8,37.6,46.0,460.0
2269,151,359102,111,142363,2378.2,942.8,38.1,50.0,81.0
227,433,1115994,167,517768,2577.4,1195.8,37.5,55.0,490.0
2270,140,348578,108,121572,2489.8,868.4,37.4,41.0,23.5
2271,187,563533,138,174462,3013.5,933.0,39.4,51.0,44.0
2272,143,379934,99,116924,2656.9,817.7,36.9,40.0,14.0
2273,199,493685,128,217878,2480.8,1094.9,35.6,51.0,241.5
2274,187,468412,127,173089,2504.9,925.6,37.5,58.0,46.0
2275,148,376042,101,123684,2540.8,835.7,36.9,55.0,24.5
2276,33,86732,32,30191,2628.2,914.9,34.6,35.0,4.0
2277,163,400311,108,173601,2455.9,1065.0,36.9,37.0,69.5
2278,170,400683,116,250789,2357.0,1475.2,36.6,51.0,419.0
2279,172,445213,117,159740,2588.4,928.7,38.7,44.0,42.0
228,491,1249805,174,597615,2545.4,1217.1,37.7,56.0,451.5
2280,193,442606,120,133777,2293.3,693.1,39.4,43.0,19.0
2281,112,279255,78,132887,2493.3,1186.5,35.1,42.0,71.5
2282,118,295546,85,162934,2504.6,1380.8,36.4,40.0,170.5
2283,179,456878,121,176547,2552.4,986.3,36.8,37.0,78.0
2284,175,393233,125,143639,2247.0,820.8,35.1,44.0,73.0
2285,198,518101,125,189761,2616.7,958.4,38.0,47.0,94.5
2286,162,477809,124,164638,2949.4,1016.3,36.9,50.0,71.5
2287,218,538562,133,262046,2470.5,1202.0,35.6,41.0,258.0
2288,166,457834,120,183811,2758.0,1107.3,36.3,48.0,138.5
2289,151,420488,106,145475,2784.7,963.4,38.1,45.0,57.5
229,471,1237993,183,595229,2628.4,1263.8,37.2,42.0,467.5
2290,175,413204,112,149550,2361.2,854.6,36.3,42.0,46.0
2291,168,480461,110,192963,2859.9,1148.6,35.1,34.0,201.5
2292,161,437429,115,180150,2717.0,1118.9,36.4,35.0,135.5
2293,210,563994,128,197983,2685.7,942.8,36.8,47.0,103.5
2294,133,302514,89,135938,2274.5,1022.1,36.7,45.0,80.5
2295,180,482316,109,192905,2679.5,1071.7,37.2,42.0,89.0
2296,150,399249,96,157742,2661.7,1051.6,35.6,47.0,81.0
2297,173,453046,109,161434,2618.8,933.1,37.1,46.0,55.5
2298,150,303000,107,116605,2020.0,777.4,37.1,50.0,22.0
2299,211,495315,124,171788,2347.5,814.2,37.8,49.0,49.5
23,169,533472,92,336600,3156.6,1991.7,39.0,38.0,497.0
230,324,871772,128,495343,2690.7,1528.8,37.3,56.0,569.5
2300,167,443197,112,179377,2653.9,1074.1,39.1,49.0,152.0
2301,209,579731,127,258471,2773.8,1236.7,39.3,46.0,250.5
2302,242,560619,138,256411,2316.6,1059.5,37.1,45.0,233.5
2303,182,499496,117,156974,2744.5,862.5,37.1,54.0,25.5
2304,164,423998,111,144802,2585.4,882.9,37.3,48.0,34.0
2305,96,236992,67,125185,2468.7,1304.0,36.1,36.0,70.0
2306,153,433387,108,154155,2832.6,1007.5,36.6,47.0,48.0
2307,176,454640,107,215326,2583.2,1223.4,36.4,45.0,311.0
2308,108,289280,92,131323,2678.5,1216.0,35.2,44.0,147.0
2309,186,521538,128,200503,2804.0,1078.0,35.2,40.0,85.0
231,329,902109,139,565996,2742.0,1720.4,38.1,40.0,786.5
2310,204,535197,112,207212,2623.5,1015.7,39.2,47.0,177.0
2311,150,419105,108,153916,2794.0,1026.1,36.2,59.0,81.0
2312,168,436088,114,194298,2595.8,1156.5,37.2,42.0,220.0
2313,216,553821,126,238228,2564.0,1102.9,35.6,39.0,127.5
2314,190,494214,131,178836,2601.1,941.2,37.7,43.0,69.5
2315,180,456063,109,139740,2533.7,776.3,37.1,62.0,25.0
2316,178,400323,114,199618,2249.0,1121.4,35.7,45.0,136.5
2317,188,436599,118,228564,2322.3,1215.8,37.7,50.0,417.0
2318,154,425019,112,141823,2759.9,920.9,35.4,41.0,46.5
2319,157,385534,106,155870,2455.6,992.8,37.7,53.0,85.5
232,382,1230269,155,600078,3220.6,1570.9,37.6,44.0,782.5
2320,158,389903,108,146628,2467.7,928.0,36.0,40.0,92.5
2321,132,311249,90,138605,2357.9,1050.0,34.1,48.0,88.0
2322,132,311663,106,131479,2361.1,996.1,36.2,39.0,59.5
2323,123,343446,96,174023,2792.2,1414.8,33.7,38.0,313.5
2324,137,356072,114,122304,2599.1,892.7,34.5,40.0,84.0
2325,208,577382,133,190101,2775.9,913.9,38.3,44.0,65.0
2326,72,210104,65,80828,2918.1,1122.6,35.1,38.0,37.5
2327,159,414377,108,165100,2606.1,1038.4,35.4,49.0,158.0
2328,224,577756,140,215285,2579.3,961.1,35.2,61.0,51.0
2329,189,464848,126,179612,2459.5,950.3,37.9,51.0,125.0
233,479,1434659,191,678222,2995.1,1415.9,36.7,45.0,820.0
2330,201,521574,126,244652,2594.9,1217.2,35.5,35.0,222.0
2331,193,467107,121,190178,2420.2,985.4,36.7,44.0,110.5
2332,179,449640,107,171163,2512.0,956.2,37.5,47.0,49.0
2333,221,549676,135,205790,2487.2,931.2,37.4,45.0,58.0
2334,187,442981,119,181822,2368.9,972.3,35.4,37.0,151.0
2335,134,403937,105,128429,3014.5,958.4,38.9,46.0,17.0
2336,160,390639,116,117519,2441.5,734.5,36.9,44.0,14.0
2337,40,95544,35,88574,2388.6,2214.3,44.3,32.0,200.0
2338,184,426896,123,237468,2320.1,1290.6,39.3,48.0,364.0
2339,188,474101,115,165242,2521.8,878.9,37.4,41.0,63.5
234,370,973234,151,449795,2630.4,1215.7,37.5,45.0,384.0
2340,153,374396,105,135568,2447.0,886.1,38.1,40.0,53.5
2341,145,342306,111,123028,2360.7,848.5,37.4,46.0,41.0
2342,133,345422,98,125291,2597.2,942.0,35.5,62.0,34.5
2343,91,230956,74,90886,2538.0,998.7,35.9,40.0,42.0
2344,195,458053,117,161876,2349.0,830.1,37.4,42.0,41.5
2345,164,430919,113,213554,2627.6,1302.2,37.0,39.0,309.5
2346,176,452487,121,174504,2570.9,991.5,35.5,42.0,72.0
2347,210,515826,120,185486,2456.3,883.3,37.2,48.0,90.0
2348,178,456016,121,154999,2561.9,870.8,37.0,40.0,37.5
2349,145,404420,95,156260,2789.1,1077.7,36.7,49.0,109.0
235,393,1046784,151,533594,2663.6,1357.7,37.0,45.0,611.0
2350,218,552499,129,194436,2534.4,891.9,36.8,42.0,49.5
2351,137,392245,99,127785,2863.1,932.7,39.0,48.0,40.0
2352,218,507879,129,218983,2329.7,1004.5,37.3,49.0,164.0
2353,155,387004,96,157920,2496.8,1018.8,39.7,48.0,130.0
2354,195,484094,127,232419,2482.5,1191.9,36.1,45.0,212.5
2355,94,225122,72,94432,2394.9,1004.6,37.5,37.0,14.0
2356,224,572984,137,211727,2558.0,945.2,36.4,46.0,81.5
2357,186,474397,119,179163,2550.5,963.2,36.4,47.0,52.0
2358,222,528060,119,186662,2378.6,840.8,37.4,45.0,56.0
2359,167,419478,108,142573,2511.8,853.7,36.8,40.0,25.5
236,459,1231581,180,614581,2683.2,1339.0,35.7,48.0,610.5
2360,189,495466,122,274361,2621.5,1451.6,37.3,74.0,475.0
2361,220,506479,127,191691,2302.2,871.3,36.3,45.0,58.0
2362,95,272598,86,90038,2869.5,947.8,38.0,52.0,14.5
2363,211,451791,125,159900,2141.2,757.8,39.2,46.0,24.0
2364,174,435002,128,229766,2500.0,1320.5,37.7,47.0,314.0
2365,159,395724,103,151190,2488.8,950.9,37.3,44.0,46.0
2366,133,330237,102,151392,2483.0,1138.3,35.7,44.0,122.5
2367,167,388749,105,172743,2327.8,1034.4,37.9,44.0,185.5
2368,165,437266,125,158353,2650.1,959.7,37.9,47.0,83.0
2369,172,401833,120,136750,2336.2,795.1,37.1,48.0,49.0
237,274,722839,141,398037,2638.1,1452.7,36.8,44.0,444.5
2370,248,687163,137,248527,2770.8,1002.1,36.6,48.0,128.0
2371,219,545576,127,254311,2491.2,1161.2,36.6,41.0,222.5
2372,99,223568,84,101158,2258.3,1021.8,36.2,48.0,92.0
2373,173,506763,103,215182,2929.3,1243.8,39.4,41.0,174.0
2374,106,244860,90,131037,2310.0,1236.2,39.2,48.0,174.5
2375,177,418900,115,241792,2366.7,1366.1,34.5,40.0,288.5
2376,63,150681,60,70910,2391.8,1125.6,38.0,45.0,42.5
2377,174,460042,116,184584,2643.9,1060.8,37.9,41.0,189.0
2378,139,345631,108,116807,2486.6,840.3,36.1,46.0,60.0
2379,170,410916,109,152687,2417.2,898.2,36.6,48.0,49.5
238,357,1000973,152,516971,2803.8,1448.1,36.0,46.0,516.5
2380,157,372445,118,128782,2372.3,820.3,37.2,61.0,28.0
2381,208,548240,124,199933,2635.8,961.2,36.7,47.0,110.5
2382,101,323814,79,123278,3206.1,1220.6,36.7,32.0,49.5
2383,184,460055,114,158960,2500.3,863.9,38.4,43.0,35.0
2384,214,538219,131,221376,2515.0,1034.5,37.2,45.0,192.0
2385,138,395029,96,165571,2862.5,1199.8,37.5,52.0,110.0
2386,162,408073,102,177621,2519.0,1096.4,39.2,50.0,133.5
2387,154,389065,99,143567,2526.4,932.3,38.1,42.0,26.0
2388,97,287549,79,122254,2964.4,1260.4,36.4,41.0,75.5
2389,143,357391,113,148973,2499.2,1041.8,36.7,45.0,54.0
239,391,1159832,172,512812,2966.3,1311.5,37.8,53.0,562.5
2390,153,396760,99,136514,2593.2,892.2,38.8,40.0,57.5
2391,215,516275,132,208279,2401.3,968.7,35.4,48.0,158.5
2392,126,299163,96,92117,2374.3,731.1,39.6,39.0,13.5
2393,187,494778,125,165312,2645.9,884.0,37.1,47.0,44.0
2394,193,456927,128,189741,2367.5,983.1,37.2,37.0,184.0
2395,205,504246,128,196331,2459.7,957.7,37.2,49.0,77.5
2396,71,189131,70,85999,2663.8,1211.3,34.3,32.0,58.0
2397,124,328089,102,121357,2645.9,978.7,37.7,44.0,79.5
2398,149,406466,111,127198,2728.0,853.7,36.5,40.0,19.5
2399,181,404919,135,148922,2237.1,822.8,37.1,44.0,37.5
24,406,1058652,156,488418,2607.5,1203.0,35.6,56.0,308.0
240,354,961065,162,391413,2714.9,1105.7,35.9,45.0,220.0
2400,177,411969,102,182510,2327.5,1031.1,36.3,52.0,149.0
2401,164,403937,118,157226,2463.0,958.7,36.3,42.0,137.0
2402,165,474042,110,185986,2873.0,1127.2,37.7,54.0,173.0
2403,177,518072,113,154353,2927.0,872.1,39.0,45.0,40.0
2404,189,502421,117,178425,2658.3,944.0,34.3,42.0,82.5
2405,189,454221,114,164343,2403.3,869.5,38.8,43.0,63.0
2406,99,262763,84,135332,2654.2,1367.0,34.9,30.0,196.0
2407,130,352572,91,130842,2712.1,1006.5,34.6,41.0,115.0
2408,158,415460,102,121195,2629.5,767.1,35.6,37.0,31.5
2409,147,369123,109,198753,2511.0,1352.1,38.0,54.0,270.0
241,395,1016215,147,476027,2572.7,1205.1,36.7,58.0,308.0
2410,145,372793,103,178611,2571.0,1231.8,37.7,38.0,208.0
2411,122,291353,98,98659,2388.1,808.7,39.2,39.0,25.5
2412,155,342183,100,128364,2207.6,828.2,39.3,43.0,45.0
2413,180,449896,120,152652,2499.4,848.1,39.5,40.0,17.5
2414,119,338064,96,126856,2840.9,1066.0,36.1,48.0,111.5
2415,138,321126,103,101278,2327.0,733.9,37.6,42.0,13.5
2416,245,605150,136,195958,2470.0,799.8,36.7,43.0,23.0
2417,219,544398,131,183391,2485.8,837.4,37.1,46.0,55.0
2418,170,428633,114,154437,2521.4,908.5,38.0,50.0,48.5
2419,169,409689,117,132254,2424.2,782.6,38.6,39.0,86.0
242,386,1087532,148,629071,2817.4,1629.7,37.7,54.0,665.0
2420,68,202836,60,66823,2982.9,982.7,32.2,29.0,20.0
2421,166,382645,118,125939,2305.1,758.7,34.8,40.0,19.5
2422,152,435583,108,134891,2865.7,887.4,37.3,43.0,21.0
2423,173,430577,125,168792,2488.9,975.7,37.1,51.0,100.0
2424,242,579791,123,206957,2395.8,855.2,38.5,47.0,37.5
2425,202,544378,116,176997,2694.9,876.2,37.6,47.0,30.5
2426,207,524735,135,184911,2535.0,893.3,37.4,43.0,32.5
2427,139,370258,104,134251,2663.7,965.8,35.7,45.0,43.0
2428,152,368378,107,121850,2423.5,801.6,35.7,41.0,24.0
2429,167,458891,108,201021,2747.9,1203.7,37.6,41.0,280.0
243,245,744332,102,389992,3038.1,1591.8,39.1,46.0,355.0
2430,180,471794,116,154624,2621.1,859.0,39.1,50.0,38.0
2431,175,450751,124,182580,2575.7,1043.3,35.6,45.0,134.5
2432,177,437715,122,166350,2473.0,939.8,36.9,39.0,57.0
2433,145,366232,101,177965,2525.7,1227.3,38.0,37.0,174.5
2434,181,460128,121,164502,2542.1,908.9,35.2,44.0,72.0
2435,182,448605,117,183220,2464.9,1006.7,36.0,58.0,49.0
2436,73,178050,63,62466,2439.0,855.7,38.3,46.0,9.0
2437,194,541449,131,192376,2791.0,991.6,35.3,45.0,95.0
2438,197,463770,123,169394,2354.2,859.9,36.4,49.0,43.5
2439,204,546683,128,186693,2679.8,915.2,36.8,47.0,41.5
244,508,1376943,156,797796,2710.5,1570.5,38.1,46.0,1181.5
2440,174,474153,131,195987,2725.0,1126.4,38.2,48.0,163.0
2441,170,430693,110,147780,2533.5,869.3,36.3,48.0,50.0
2442,184,425453,122,149967,2312.2,815.0,37.2,54.0,42.5
2443,185,454952,128,286994,2459.2,1551.3,36.0,39.0,533.0
2444,68,167484,55,81994,2463.0,1205.8,34.3,36.0,71.5
2445,142,391010,102,142969,2753.6,1006.8,35.0,53.0,72.5
2446,136,359762,95,112660,2645.3,828.4,38.6,43.0,15.0
2447,141,365035,102,169704,2588.9,1203.6,36.7,46.0,253.0
2448,202,493257,112,272984,2441.9,1351.4,37.2,44.0,479.0
2449,168,394759,105,162867,2349.8,969.4,36.9,50.0,53.5
245,398,1123470,167,551855,2822.8,1386.6,37.8,46.0,491.5
2450,175,446121,98,182281,2549.3,1041.6,34.7,41.0,93.5
2451,231,511732,121,200760,2215.3,869.1,36.3,64.0,77.0
